food_id,food_name,category,calories_kcal,carbs_g,protein_g,fat_g,sugar_g,fiber_g,calcium_mg,sodium_mg
510,쌀죽(흰죽)_오대,죽 및 스프류,52.0,11.16,1.02,0.18,0.0,0.0,0.0,0.0
511,쌀죽(흰죽)_칠분도미,죽 및 스프류,68.0,15.6,1.1,0.2,0.1,0.2,2.0,0.0
512,어죽,죽 및 스프류,552.0,100.8,20.4,7.52,9.84,8.8,192.0,2104.0
513,율무죽,죽 및 스프류,77.0,13.75,3.26,0.98,0.1,0.7,3.0,1.0
514,잣죽,죽 및 스프류,875.0,155.26,19.18,19.6,2.3800000000000003,5.6000000000000005,35.0,882.0
515,참깨죽,죽 및 스프류,38.0,5.9,1.0,1.2,,,17.0,120.0
516,참치죽,죽 및 스프류,656.0,104.56,24.16,16.08,1.36,5.6,80.0,1344.0
517,채소죽,죽 및 스프류,70.0,13.3,1.15,1.39,0.4,0.5,12.0,143.0
518,현미죽,죽 및 스프류,64.0,15.2,1.2,0.4,0.4,0.6,3.0,1.0
519,감자국,국 및 탕류,224.0,34.580000000000005,8.33,5.53,5.18,4.9,119.0,1715.0
520,게국지,국 및 탕류,418.0,31.68,44.88,12.1,10.78,24.200000000000003,1320.0,4048.0
521,곰치국,국 및 탕류,420.0,23.9,54.3,11.8,2.8000000000000003,19.0,710.0,3800.0
522,곰탕,국 및 탕류,183.0,18.09,19.41,3.69,0.51,2.1,15.0,717.0
523,김치국,국 및 탕류,90.0,10.485,5.4,2.79,2.88,4.5,112.5,1642.5
524,낙지탕,국 및 탕류,186.0,10.38,29.4,3.18,1.92,3.6,108.0,1704.0
525,달걀국,국 및 탕류,39.0,1.12,3.25,2.38,0.52,0.3,24.0,341.0
526,칼국수_해물,면 및 만두류,630.0,123.93,22.77,4.59,3.78,45.0,126.0,2358.0
527,콩국수,면 및 만두류,100.0,11.69,4.61,3.83,0.76,1.2,25.0,97.0
528,탄탄면_간편조리세트_마라 탄탄면,면 및 만두류,1042.26,125.79,34.322700000000005,44.326,18.569000000000003,5.99,77.87,2030.61
529,팟타이_간편조리세트_비프 팟타이,면 및 만두류,1330.56,129.6,40.5504,72.46079999999999,52.5888,7.487999999999999,213.12,2551.68
530,팟타이,면 및 만두류,146.0,18.54,3.98,6.2,5.41,1.4,55.0,270.0
531,게살죽,죽 및 스프류,568.0,107.36,17.92,7.12,0.16,5.6,104.0,1456.0
532,깨죽,죽 및 스프류,512.0,79.28,13.68,15.92,3.6,9.6,400.0,1160.0
533,미음,죽 및 스프류,19.0,4.7,0.3,0.0,0.0,0.0,0.0,0.0
534,미음_칠분도미,죽 및 스프류,20.0,4.6,0.3,0.1,0.0,0.0,1.0,0.0
535,미음_현미,죽 및 스프류,19.0,4.4,0.4,0.1,0.1,0.2,1.0,0.0
536,백합죽,죽 및 스프류,455.0,84.7,16.52,5.6000000000000005,0.0,3.5,112.0,994.0
537,소고기버섯죽,죽 및 스프류,576.0,109.04,18.72,7.44,0.24,3.2,56.0,1264.0
538,스프_감자,죽 및 스프류,98.0,7.91,1.91,6.54,3.6,0.5,32.0,196.0
539,스프_소고기,죽 및 스프류,40.0,6.91,1.06,0.87,2.72,0.9,5.0,312.0
540,스프_양송이버섯,죽 및 스프류,42.0,7.23,0.78,1.11,2.36,0.4,6.0,253.0
541,스프_크림,죽 및 스프류,45.0,7.03,0.64,1.59,1.27,0.3,7.0,251.0
542,스프_옥수수,죽 및 스프류,46.0,7.33,0.83,1.48,2.64,0.4,20.0,229.0
543,쌀죽(흰죽),죽 및 스프류,53.0,11.45,0.99,0.15,0.0,0.0,0.0,0.0
544,울면,면 및 만두류,730.0,128.2,37.5,7.4,0.5,8.0,290.0,2800.0
545,월남쌈_간편조리세트_불고기월남쌈,면 및 만두류,1099.5,125.34300000000002,52.9226,42.5873,56.5143,8.796,80.63,1861.82
546,월남쌈_간편조리세트_소고기야채말이,면 및 만두류,672.8,38.338,60.726,30.972,31.668,11.02,110.2,2140.2
547,월남쌈_간편조리세트_훈제오리월남쌈,면 및 만두류,985.68,136.4856,45.820800000000006,28.59360000000001,66.5112,7.104000000000001,88.80000000000001,1882.56
548,자장면,면 및 만두류,799.5,133.64,19.76,20.345,7.8,21.45,84.5,2392.0
549,자장면_삼선,면 및 만두류,805.0,126.56,33.669999999999995,18.13,10.15,10.5,119.0,2625.0
550,짬뽕_간편조리세트_나가사키 짬뽕탕,면 및 만두류,1334.24,192.8192,60.68639999999999,34.8624,19.368,21.52,301.28,7338.32
551,짬뽕_간편조리세트_통오징어짬뽕탕,면 및 만두류,674.24,43.5848,49.966,33.3508,13.966399999999998,9.632,301.0,4767.839999999999
552,짬뽕_굴,면 및 만두류,684.0,115.65,32.85,9.63,1.71,9.0,441.0,2664.0
553,짬뽕_백짬뽕,면 및 만두류,63.0,8.54,3.66,1.54,0.21,0.7,15.0,280.0
554,짬뽕_삼선,면 및 만두류,666.0,101.7,39.6,10.8,1.08,8.1,405.0,2691.0
555,짬뽕_차돌박이,면 및 만두류,88.0,9.82,4.58,3.42,0.69,1.4,15.0,342.0
556,칼국수_간편조리세트_닭한마리와 칼국수,면 및 만두류,2154.48,241.3476,182.21400000000003,52.2576,41.9436,20.628000000000004,2269.0800000000004,7655.280000000001
557,칼국수_간편조리세트_세숫대야 바지락칼국수,면 및 만두류,1597.66,209.8548,49.2252,61.9633,18.3515,2.1590000000000003,561.34,6477.0
558,칼국수_간편조리세트_원주식장칼국수,면 및 만두류,1066.26,208.7409,37.0457,9.0222,25.973,8.202,232.39,4046.32
559,칼국수_간편조리세트_장칼국수,면 및 만두류,1064.0,200.29800000000003,33.383,14.896000000000004,25.137,18.62,199.5,5758.900000000001
560,칼국수_닭고기,면 및 만두류,666.0,94.68,42.21,12.78,5.31,9.9,81.0,2124.0
561,칼국수_들깨,면 및 만두류,456.0,59.82000000000001,17.580000000000002,16.5,1.38,8.399999999999999,174.0,1194.0
562,스파게티_간편조리세트_트러플 크림 파스타,면 및 만두류,992.56,110.5529,28.1443,48.4526,10.1215,13.06,457.1,1508.43
563,스파게티_간편조리세트_할라피뇨베이컨파스타,면 및 만두류,1702.0,164.15789999999998,39.3162,98.6309,15.318,16.169,221.26,4042.25
564,스파게티_간편조리세트_핫매콤크림파스타,면 및 만두류,1528.66,189.9296,43.2978,65.758,35.7826,11.102,298.9,2954.84
565,스파게티_간편조리세트_해장파스타,면 및 만두류,753.62,121.6558,31.298300000000005,15.9952,18.3022,9.997000000000002,99.97,3022.17
566,스파게티_까르보나라소스,면 및 만두류,235.0,19.63,5.71,14.82,2.04,1.4,54.0,241.0
567,스파게티_로제소스,면 및 만두류,171.0,17.34,5.21,8.99,3.33,1.9,53.0,244.0
568,스파게티_오일소스,면 및 만두류,648.0,89.4,19.56,23.44,1.4,11.2,112.0,1124.0
569,스파게티_크림소스,면 및 만두류,836.0,73.76,21.8,50.6,9.16,4.8,240.0,1032.0
570,스파게티_토마토소스,면 및 만두류,645.0,93.2,24.35,19.15,15.6,7.5,215.0,1510.0
571,스파게티_해물_크림소스,면 및 만두류,920.0,86.95,30.4,49.8,8.35,8.0,330.0,1325.0
572,스파게티_해물_토마토소스,면 및 만두류,585.0,87.25,27.95,13.75,13.5,8.5,340.0,1535.0
573,쌀국수,면 및 만두류,318.0,55.08,15.6,4.199999999999999,4.32,1.7999999999999998,42.0,1650.0
574,올갱이국수,면 및 만두류,570.0,111.6,11.25,8.25,18.6,22.5,240.0,3870.0
575,우동_간편조리세트_쫄우동,면 및 만두류,1126.62,178.2108,29.815600000000003,32.888200000000005,15.590600000000002,1.138,170.70000000000002,7567.700000000001
576,우동_김치,면 및 만두류,504.0,99.12,15.52,4.64,2.16,8.8,112.0,2872.0
577,우동_삼선,면 및 만두류,690.0,105.9,47.9,8.5,0.8,8.0,210.0,2720.0
578,우동_일식,면 및 만두류,420.0,74.2,13.37,7.909999999999999,2.45,20.3,77.0,2387.0
579,우동_중식,면 및 만두류,650.0,85.39999999999999,29.5,21.0,1.1,22.0,190.0,3400.0
580,비빔국수,면 및 만두류,113.0,20.0,3.4,2.1,,4.5,21.0,337.0
581,비빔면_간편조리세트_매콤제육비빔면,면 및 만두류,1765.62,232.7618,65.77799999999999,63.2392,49.9682,20.772,138.48,4304.42
582,수제비_간편조리세트_들깨버섯 수제비,면 및 만두류,1240.02,221.5602,43.02719999999999,20.0196,12.400199999999998,17.927999999999997,268.92,6200.099999999999
583,수제비_간편조리세트_우삼겹 짬뽕 수제비,면 및 만두류,1556.5,191.1665,51.223000000000006,64.807,27.451,15.565,1273.5,5617.55
584,수제비_간편조리세트_해물 백짬뽕 수제비,면 및 만두류,1218.18,165.9192,55.9746,37.008,17.578799999999998,10.794,277.56,6275.94
585,스파게티_간편조리세트_감바스알리오올리오,면 및 만두류,1162.8,145.04399999999998,32.504,50.592,7.344,8.84,102.0,1557.2
586,스파게티_간편조리세트_바질크림 빠네 파스타,면 및 만두류,1668.4,211.9256,41.904,72.71119999999999,20.3312,21.728,651.84,3065.2
587,스파게티_간편조리세트_베이컨까르보나라,면 및 만두류,1454.85,167.3535,36.783,71.18700000000001,24.0645,10.98,311.1,1875.75
588,스파게티_간편조리세트_볼로네제라구파스타,면 및 만두류,1355.03,128.1601,61.317,66.2375,26.5707,12.869,446.63,2513.24
589,스파게티_간편조리세트_쉬림프 로제파스타,면 및 만두류,1297.44,132.9876,38.2024,68.2958,31.8053,20.723,270.3,2135.37
590,스파게티_간편조리세트_쉬림프 크림파스타,면 및 만두류,1785.4,103.174,37.999,135.959,15.642,10.27,474.0,1785.4
591,스파게티_간편조리세트_알리오올리오파스타,면 및 만두류,1270.78,108.48319999999998,26.2682,81.48419999999999,5.3592,7.308,85.25999999999999,1485.9599999999998
592,스파게티_간편조리세트_에그인헬파스타,면 및 만두류,1233.92,146.1424,50.89920000000001,49.35680000000001,35.4752,15.424,462.72,2959.48
593,스파게티_간편조리세트_오마이갓파스타,면 및 만두류,1323.42,151.49460000000002,48.1692,58.6908,53.5944,18.084000000000003,238.38,3000.3
594,스파게티_간편조리세트_톡톡크림 빠네 파스타,면 및 만두류,2197.19,126.362,57.0515,162.5732,25.8382,16.974,518.65,3432.52
595,스테이크_간편조리세트_시그니처찹스테이크,구이류,652.5999999999999,39.7584,52.71,31.174199999999995,32.128,5.02,65.25999999999999,1877.48
596,라면_떡,면 및 만두류,102.0,17.72,2.1,2.47,0.06,1.1,49.0,301.0
597,라면_라면만,면 및 만두류,84.0,14.44,1.76,2.18,0.11,0.8,48.0,306.0
598,라면_면,면 및 만두류,174.0,29.79,3.89,4.37,0.0,3.8,97.0,278.0
599,라면_비빔라면,면 및 만두류,189.0,31.01,3.38,5.67,1.81,2.3,8.0,375.0
600,라면_용기면,면 및 만두류,103.0,15.65,1.98,3.63,0.43,1.1,49.0,402.0
601,라면_용기면_국물,면 및 만두류,28.0,3.21,0.61,1.44,0.0,0.7,8.0,423.0
602,라면_용기면_면,면 및 만두류,192.0,33.42,3.5,4.95,0.0,3.6,123.0,316.0
603,라면_용기면_볶음라면,면 및 만두류,202.0,33.9,4.52,5.39,3.28,2.3,16.0,435.0
604,라면_짜장라면,면 및 만두류,177.0,31.0,3.66,4.28,0.63,1.7,76.0,306.0
605,라면_짬뽕라면,면 및 만두류,690.0,92.025,21.3,26.325,1.575,8.25,585.0,2497.5
606,라면_치즈,면 및 만두류,594.0,79.98,16.799999999999997,22.98,0.8999999999999999,7.800000000000001,336.0,2112.0
607,만두_고기만두,면 및 만두류,208.0,27.79,9.38,6.58,0.49,5.8,65.0,261.0
608,만두_김치만두,면 및 만두류,187.0,23.82,8.13,6.59,0.67,6.2,74.0,423.0
609,만두국,면 및 만두류,434.0,47.81,21.42,17.43,3.08,32.2,126.0,2366.0
610,메밀소바_간편조리세트_부타이 마제소바,면 및 만두류,1334.44,195.96160000000003,51.9152,38.5708,27.968400000000003,11.882,292.48,2833.4
611,밀면_물밀면,면 및 만두류,71.0,14.19,2.46,0.5,3.68,1.3,12.0,303.0
612,볶음면_간편조리세트_소고기 야끼소바,면 및 만두류,893.0,64.90700000000001,30.785,56.87,18.142,16.45,108.1,1724.9
613,분짜,면 및 만두류,136.0,19.75,5.91,3.66,5.47,0.9,12.0,398.0
614,스테이크_간편조리세트_시그니처 스테이크 부채살,구이류,600.6,32.2608,48.9918,30.5448,25.74,4.719,64.35,1136.85
615,약과,빵 및 과자류,119.7,25.467,1.26,1.425,5.067,1.59,3.6,17.099999999999998
616,유과,빵 및 과자류,127.2,22.269,0.843,3.849,7.244999999999999,0.33,17.4,6.9
617,국수_김치말이국수,면 및 만두류,300.0,52.02,12.9,4.800000000000001,8.28,4.800000000000001,132.0,2124.0
618,국수_막국수,면 및 만두류,570.0,109.8,20.0,5.8,9.4,15.0,110.0,3260.0
619,기스면,면 및 만두류,610.0,89.80000000000001,37.8,10.7,0.5,7.0,340.0,2760.0
620,냉면_비빔냉면,면 및 만두류,131.0,21.1,3.43,3.61,3.79,1.2,22.0,311.0
621,냉면_열무냉면,면 및 만두류,528.0,97.52,20.88,5.76,27.12,40.8,176.0,3152.0
622,떡만두국,면 및 만두류,623.0,110.74,20.09,11.34,0.14,8.4,98.0,1981.0
623,라멘_간편조리세트_매운돈코츠라멘,면 및 만두류,1518.7900000000002,123.1722,63.7558,84.9521,19.5273,28.373,317.11,7126.63
624,라멘_돈코츠라멘,면 및 만두류,98.0,5.87,4.14,6.42,0.77,0.9,14.0,377.0
625,라멘_미소라멘,면 및 만두류,89.0,11.36,4.57,2.77,1.1,1.1,16.0,388.0
626,라멘_소유라멘,면 및 만두류,72.0,9.12,3.65,2.36,0.84,0.7,14.0,420.0
627,라멘_시오라멘,면 및 만두류,84.0,11.54,4.68,2.13,0.93,1.2,13.0,292.0
628,라면_간편조리세트_?c양꿍요괴라면,면 및 만두류,1129.92,173.2116,30.9444,35.5668,0.0,10.272,385.2,6304.44
629,라면_국물,면 및 만두류,19.0,2.08,0.44,0.96,0.0,0.8,5.0,380.0
630,케이크_치즈케이크,빵 및 과자류,329.0,28.64,7.23,20.63,15.28,1.2,72.0,201.0
631,크로켓(고로케)_채소,빵 및 과자류,301.0,31.19,7.13,16.38,3.37,1.1,32.0,403.0
632,파이/만주_만주,빵 및 과자류,222.6,46.802,5.130999999999999,1.638,22.449,3.43,30.8,118.3
633,페이스트리,빵 및 과자류,319.9,32.515,5.992,18.396,5.747,2.1,21.7,296.1
634,프레즐,빵 및 과자류,312.0,55.14,8.37,6.45,7.94,3.2,66.0,215.0
635,피자_불고기피자,빵 및 과자류,506.0,61.2,27.4,16.7,9.2,5.0,480.0,916.0
636,피자_치즈피자,빵 및 과자류,554.0,71.2,31.4,15.8,6.8,6.4,678.0,950.0
637,피자_페퍼로니피자,빵 및 과자류,532.0,70.3,29.4,14.8,7.5,5.6,538.0,946.0
638,피자_포테이토피자,빵 및 과자류,627.5,71.6,28.0,25.5,8.5,6.75,540.0,1000.0
639,핫도그,빵 및 과자류,341.0,24.95,7.98,23.23,3.95,2.6,29.0,398.0
640,핫도그_감자,빵 및 과자류,324.0,20.45,8.31,23.17,2.3,2.9,28.0,490.0
641,핫도그_모짜렐라,빵 및 과자류,318.0,27.58,11.78,17.83,2.43,2.8,186.0,455.0
642,햄버거,빵 및 과자류,225.0,15.64,11.04,13.12,5.18,1.7,109.0,323.0
643,햄버거_소고기패티,빵 및 과자류,271.0,35.76,11.94,8.94,6.59,,30.0,594.0
644,햄버거_소고기패티_토마토_양상추,빵 및 과자류,229.0,18.01,9.55,13.23,4.78,7.2,16.0,378.0
645,햄버거_치즈,빵 및 과자류,284.0,21.51,15.07,15.35,4.66,1.1,90.0,525.0
646,매작과,빵 및 과자류,123.9,19.833,2.253,3.945,4.926,0.84,9.9,29.7
647,산자,빵 및 과자류,109.8,24.651,0.693,0.927,9.405,0.15,1.7999999999999998,6.9
648,스테이크_간편조리세트_비프찹스테이크,구이류,790.86,38.8436,41.7488,51.9708,31.2578,4.842,80.7,1877.62
649,찹쌀떡_팥,빵 및 과자류,266.0,57.66,4.09,2.14,24.35,2.1,12.0,191.0
650,다식_송화,빵 및 과자류,110.7,22.191,2.49,1.344,7.994999999999999,2.64,41.7,3.9
651,다쿠아즈,빵 및 과자류,447.0,43.39,8.33,26.65,38.13,3.0,38.0,51.0
652,도넛_찹쌀,빵 및 과자류,207.2,39.949,3.528,3.682,12.124,2.03,17.5,242.9
653,마카롱,빵 및 과자류,480.0,45.23,6.92,30.11,41.94,2.4,112.0,47.0
654,버터크림빵,빵 및 과자류,229.8,27.738,4.908,11.046,7.194,1.56,24.0,191.4
655,샌드위치_닭고기,빵 및 과자류,250.0,20.89,16.28,11.19,3.64,1.4,58.0,753.0
656,샌드위치_생선,빵 및 과자류,257.0,26.69,10.29,12.45,3.53,1.0,37.0,602.0
657,샌드위치_소고기,빵 및 과자류,244.0,22.21,15.17,10.3,3.84,1.3,55.0,653.0
658,샌드위치_소시지,빵 및 과자류,276.0,23.74,10.3,15.57,3.56,1.4,45.0,542.0
659,샌드위치_참치,빵 및 과자류,555.0,36.5,23.3,35.099999999999994,10.1,5.25,132.5,915.0
660,샌드위치_햄_치즈,빵 및 과자류,284.0,26.95,8.57,15.75,4.13,0.8,75.0,488.0
661,샌드위치_햄_치즈_채소,빵 및 과자류,214.0,21.55,8.66,10.38,4.67,5.5,78.0,532.0
662,소보로빵,빵 및 과자류,277.2,42.154,6.313999999999999,9.275,11.732,2.87,24.5,202.3
663,소보로빵_맘모스빵,빵 및 과자류,354.0,51.07,6.77,13.65,25.73,3.7,26.0,137.0
664,식빵_통밀식빵,빵 및 과자류,279.0,48.64,9.33,5.26,4.49,5.0,35.0,660.0
665,앙금빵_앙버터빵,빵 및 과자류,372.0,41.64,7.0,19.72,16.29,4.1,30.0,221.0
666,케이크_초콜릿케이크,빵 및 과자류,420.0,43.6,5.31,24.96,23.13,2.4,44.0,170.0
667,스테이크_간편조리세트_블랙라벨 스테이크 부채살,구이류,768.8,28.420800000000003,64.976,43.9456,16.7648,10.912,89.28,1334.24
668,백설기_검정콩,빵 및 과자류,229.0,48.31,5.75,1.46,2.07,2.5,19.0,223.0
669,빙떡(메밀전병),빵 및 과자류,168.0,21.62,6.18,6.29,0.62,3.5,36.0,346.0
670,송편_검정콩,빵 및 과자류,200.0,41.2,6.9,0.8,,,20.0,463.0
671,송편_깨,빵 및 과자류,224.0,44.96,4.92,2.74,1.15,4.8,71.0,232.0
672,송편_콩,빵 및 과자류,194.0,41.66,5.24,0.75,1.26,4.8,17.0,234.0
673,송편_팥,빵 및 과자류,200.0,43.6,5.4,0.4,,,5.0,466.0
674,수수경단,빵 및 과자류,218.0,43.1,8.2,1.4,,,14.0,238.0
675,수수부꾸미,빵 및 과자류,248.0,42.1,5.73,6.29,0.24,7.9,17.0,261.0
676,수수팥떡,빵 및 과자류,204.0,43.03,6.7,0.59,2.82,8.6,21.0,242.0
677,시루떡,빵 및 과자류,217.0,47.54,5.47,0.61,3.22,4.4,18.0,278.0
678,시루떡_녹두,빵 및 과자류,246.0,48.08,7.74,2.53,4.05,4.9,26.0,264.0
679,쑥떡,빵 및 과자류,249.0,57.89,3.36,0.4,10.72,2.4,17.0,254.0
680,약식,빵 및 과자류,220.0,45.43,4.44,2.32,10.21,1.5,14.0,233.0
681,인절미_콩고물,빵 및 과자류,231.0,49.69,5.52,1.15,2.81,2.1,12.0,337.0
682,인절미_팥고물,빵 및 과자류,204.0,44.8,4.2,0.9,,,16.0,269.0
683,절편,빵 및 과자류,197.0,43.58,3.82,0.8,0.08,1.2,16.0,258.0
684,찰시루떡,빵 및 과자류,181.0,37.63,6.63,0.41,1.22,1.4,21.0,182.0
685,찹쌀떡,빵 및 과자류,277.0,65.61,3.26,0.15,17.54,1.4,12.0,226.0
686,초밥_장어,밥류,487.5,80.67500000000001,16.525000000000002,10.825,13.675,3.25,80.0,1270.0
687,초밥_한치,밥류,375.0,77.92500000000001,13.7,0.8500000000000001,13.125,1.5,17.5,1200.0
688,캘리포니아롤,밥류,489.0,89.22,12.330000000000002,9.06,8.91,7.5,147.0,1296.0
689,콩밥_강낭콩,밥류,173.0,38.04,4.38,0.39,0.1,1.3,16.0,25.0
690,회덮밥,밥류,685.0,103.3,30.2,16.55,10.95,8.0,120.0,745.0
691,가래떡,빵 및 과자류,210.0,46.11,4.0,1.08,0.06,0.7,12.0,250.0
692,가래떡_흑미,빵 및 과자류,205.0,47.8,3.5,0.0,,,8.0,226.0
693,개피떡(바람떡),빵 및 과자류,206.0,44.3,5.32,0.81,7.62,,14.0,286.0
694,경단_깨,빵 및 과자류,319.0,74.22,4.44,0.54,26.64,5.4,62.0,180.0
695,경단_찹쌀_카스텔라,빵 및 과자류,237.0,51.1,4.1,1.8,,,14.0,185.0
696,경단_콩,빵 및 과자류,314.0,74.03,3.51,0.46,20.55,2.4,10.0,226.0
697,기피편,빵 및 과자류,220.0,48.99,5.45,0.25,2.08,5.1,12.0,281.0
698,모듬찰떡,빵 및 과자류,233.0,42.59,6.31,4.12,3.12,4.3,24.0,203.0
699,모싯잎송편_동부,빵 및 과자류,190.0,40.29,5.65,0.66,3.18,4.0,88.0,262.0
700,모싯잎송편_동부(국내산),빵 및 과자류,190.0,40.68,5.28,0.65,1.59,4.2,91.0,282.0
701,모싯잎송편_동부(수입산),빵 및 과자류,190.0,39.9,6.03,0.67,3.18,3.9,85.0,242.0
702,무지개떡,빵 및 과자류,229.0,53.01,3.53,0.31,8.99,0.2,10.0,277.0
703,백설기,빵 및 과자류,224.0,50.28,3.78,0.9,7.79,0.5,13.0,290.0
704,삼각김밥_숯불갈비,밥류,161.0,32.55,4.0,1.67,0.16,1.3,11.0,358.0
705,삼각김밥_참치마요네즈,밥류,172.0,31.95,3.94,3.2,0.02,1.2,10.0,282.0
706,새우튀김롤,밥류,606.0,96.27,14.46,18.18,11.13,7.5,162.0,1392.0
707,쌀밥,밥류,166.0,37.33,3.36,0.32,0.02,0.1,6.0,0.0
708,알밥_간편조리세트_갑오징어알뚝밥,밥류,440.2,36.2455,34.861,17.323999999999998,9.3365,3.55,71.0,3663.6
709,연어롤,밥류,510.0,74.31,18.57,15.39,8.459999999999999,9.0,135.0,1212.0
710,연잎밥,밥류,207.0,47.0,4.0,0.3,,,14.0,178.0
711,자장밥,밥류,740.0,120.05,15.25,22.3,5.3500000000000005,12.0,55.0,1560.0
712,주먹밥_멸치,밥류,312.0,54.3,9.0,6.6000000000000005,0.8999999999999999,3.45,109.5,496.5
713,짜장밥_오징어,밥류,136.0,21.5,6.3,2.8,,1.5,19.0,325.0
714,초밥_광어,밥류,453.0,77.55000000000001,27.06,3.93,7.709999999999999,2.4000000000000004,24.0,810.0
715,초밥_농어,밥류,397.5,78.75,17.425,1.3250000000000002,13.0,2.5,17.5,1035.0
716,초밥_모듬,밥류,462.0,76.44,25.410000000000004,6.0600000000000005,8.64,2.4000000000000004,45.0,969.0
717,초밥_문어,밥류,392.5,81.775,14.625,0.75,13.375,2.75,22.5,1200.0
718,초밥_새우,밥류,130.0,20.41,7.78,1.94,3.95,0.0,24.0,451.0
719,초밥_연어,밥류,207.0,19.59,11.2,9.36,3.62,0.0,510.0,278.0
720,초밥_유부초밥,밥류,165.0,31.26,4.32,2.51,2.11,1.9,63.0,255.0
721,덮밥_송이버섯,밥류,582.0,95.58,18.24,14.04,2.28,13.8,72.0,1680.0
722,덮밥_유산슬,밥류,577.5,73.92,26.950000000000003,19.03,0.44,10.45,110.0,1578.5
723,덮밥_장어,밥류,716.0,97.36,30.08,22.96,5.6,10.4,180.0,920.0
724,덮밥_참치,밥류,680.0,102.95,29.2,16.75,3.0,8.0,100.0,1620.0
725,덮밥_해물,밥류,770.0,100.45,42.07,22.47,1.1900000000000002,11.2,140.0,1806.0
726,리소토/리조또_간편조리세트_베이컨버섯크림리조또,밥류,1660.5600000000002,141.192,27.6168,109.1352,18.5592,7.104000000000001,239.76,2246.6400000000003
727,리소토/리조또_간편조리세트_쉬림프로제리조또,밥류,1427.36,150.6027,27.1685,79.23469999999999,31.142399999999995,5.677,300.07,2424.89
728,볶음밥_간편조리세트_돼지불백깍둑볶음누룽밥,밥류,1112.28,107.16160000000002,64.70360000000001,46.8832,24.876800000000003,6.578000000000001,490.36,3097.6400000000003
729,볶음밥,밥류,193.0,22.5,6.92,8.38,1.79,0.8,51.0,282.0
730,볶음밥_김치,밥류,167.0,23.21,4.18,6.44,1.63,1.5,27.0,320.0
731,볶음밥_삼선,밥류,688.0,85.76,26.24,26.48,1.6,9.2,92.0,1212.0
732,비빔밥_간편조리세트_꼬막비빔밥,밥류,357.41,38.2047,25.4351,11.4163,18.4257,9.022,107.57,1627.43
733,비빔밥_멍게,밥류,548.0,90.72,16.6,13.12,16.72,7.6,144.0,1144.0
734,비빔밥_약초,밥류,512.0,80.2,11.92,15.92,2.92,10.8,244.0,972.0
735,삼각김밥_고추장불고기,밥류,165.0,34.11,3.66,1.58,0.21,1.3,29.0,343.0
736,곤드레나물밥,밥류,521.5,98.91,10.29,9.485,0.0,10.15,147.0,91.0
737,국밥,밥류,416.0,58.64,27.6,8.24,0.4,10.4,200.0,2304.0
738,국밥_굴,밥류,682.5,88.39999999999999,42.38,17.810000000000002,0.325,5.8500000000000005,195.0,1638.0
739,국밥_돼지고기,밥류,912.0,74.76,66.36,38.64,0.0,12.0,132.0,1092.0
740,국밥_소고기,밥류,329.0,42.63,21.77,8.12,2.8000000000000003,7.700000000000001,91.0,1785.0
741,귀리밥,밥류,162.0,34.54,3.9,0.87,0.09,1.6,11.0,0.0
742,누룽지_뜨거운물첨가,밥류,69.0,15.06,1.32,0.1,1.15,0.5,4.0,13.0
743,아이스 카페라떼_카라멜,음료 및 차류,195.25,32.873,4.97,5.3605,21.8325,0.0,202.35,60.35
744,아이스 카페모카,음료 및 차류,205.9,34.2575,5.68,5.4315,24.1045,1.065,195.25,85.19999999999999
745,아이스 카페모카_카라멜,음료 및 차류,259.15,48.5995,5.68,5.467,33.9025,1.065,205.9,88.75
746,아이스 카페모카_카라멜_휘핑크림,음료 및 차류,369.2,50.5875,6.39,16.3655,33.9025,1.065,223.65,102.95
747,아이스 카페모카_휘핑크림,음료 및 차류,315.95,36.2455,6.39,16.33,24.1045,1.065,213.0,99.4
748,율무차,음료 및 차류,66.0,11.85,0.9,1.72,7.33,0.0,5.0,62.0
749,카페라떼,음료 및 차류,134.9,12.6735,6.034999999999999,6.4965,7.952,0.0,220.1,71.0
750,카페라떼_시럽,음료 및 차류,181.05,24.495,6.034999999999999,6.4965,18.6375,0.0,237.85,71.0
751,카페라떼_카라멜,음료 및 차류,209.45,32.802,6.034999999999999,6.532,21.6905,0.0,237.85,74.55
752,카페모카,음료 및 차류,223.65,34.222,6.744999999999999,6.744999999999999,24.069,0.71,237.85,99.4
753,카페모카_카라멜,음료 및 차류,262.7,45.085,6.744999999999999,6.744999999999999,31.737,0.71,248.5,99.4
754,카페모카_카라멜_휘핑크림,음료 및 차류,372.75,47.073,7.455,17.679000000000002,31.737,0.71,266.25,113.6
755,카페모카_휘핑크림,음료 및 차류,330.15,36.1745,7.455,17.679000000000002,24.069,0.71,255.6,110.05
756,커피(타먹는커피),음료 및 차류,51.0,9.81,0.5,1.17,6.15,0.0,17.0,2.0
757,감자범벅,"곡류, 서류 제품",106.685,24.60493,2.5829,0.05615,4.9861200000000006,3.4813,12.353,673.8
758,파강회,"채소, 해조류",35.7,5.3805,1.02,1.4535,2.8815,1.53,32.3,234.6
759,육회,수·조·어·육류,474.0,39.51,28.5,22.950000000000003,29.37,3.9,54.0,732.0
760,모듬회,수·조·어·육류,199.5,7.725,33.75,3.465,3.66,0.4499999999999999,63.0,739.5
